Plot Title: Riihiluoma 1,,,,
416,02/10/2021 10:40:38 PM,1.368,0.073,0.659
417,02/10/2021 10:41:38 PM,1.368,0.073,0.659
418,02/10/2021 10:42:38 PM,1.368,0.049,0.659
419,02/10/2021 10:43:38 PM,1.123,0.073,0.659
420,02/10/2021 10:44:38 PM,1.123,0.073,0.659
421,02/10/2021 10:45:38 PM,1.099,0.073,0.659
422,02/10/2021 10:46:38 PM,1.099,0.073,0.659
423,02/10/2021 10:47:38 PM,1.099,0.073,0.659
424,02/10/2021 10:48:38 PM,1.099,0.073,0.684
425,02/10/2021 10:49:38 PM,1.099,0.049,0.659
426,02/10/2021 10:50:38 PM,1.099,0.073,0.659
427,02/10/2021 10:51:38 PM,1.099,0.073,0.659
428,02/10/2021 10:52:38 PM,1.099,0.073,0.659
429,02/10/2021 10:53:38 PM,1.074,18.413,0.708
430,02/10/2021 10:54:38 PM,1.074,18.437,0.733
431,02/10/2021 10:55:38 PM,1.074,18.462,0.733
432,02/10/2021 10:56:38 PM,1.074,18.437,0.708
433,02/10/2021 10:57:38 PM,1.074,18.462,0.733
434,02/10/2021 10:58:38 PM,1.074,18.462,0.733
435,02/10/2021 10:59:38 PM,1.074,18.437,0.708
436,02/10/2021 11:00:38 PM,1.074,18.486,0.708
437,02/10/2021 11:01:38 PM,1.074,18.535,0.708
438,02/10/2021 11:02:38 PM,1.074,18.535,0.733
439,02/10/2021 11:03:38 PM,1.074,18.510,0.733
440,02/10/2021 11:04:38 PM,1.074,18.510,0.733
441,02/10/2021 11:05:38 PM,1.050,18.486,0.708
442,02/10/2021 11:06:38 PM,1.074,18.486,0.733
443,02/10/2021 11:07:38 PM,1.050,0.073,0.659
444,02/10/2021 11:08:38 PM,1.074,0.049,0.659
445,02/10/2021 11:09:38 PM,1.074,0.049,0.659
446,02/10/2021 11:10:38 PM,1.050,0.073,0.635
447,02/10/2021 11:11:38 PM,1.050,0.073,0.635
448,02/10/2021 11:12:38 PM,1.270,0.073,0.635
449,02/10/2021 11:13:38 PM,1.050,0.073,0.635
450,02/10/2021 11:14:38 PM,1.050,0.073,0.635
451,02/10/2021 11:15:38 PM,1.050,0.073,0.635
452,02/10/2021 11:16:38 PM,1.050,0.049,0.659
453,02/10/2021 11:17:38 PM,1.050,0.073,0.635
454,02/10/2021 11:18:38 PM,1.148,0.073,0.659
455,02/10/2021 11:19:38 PM,1.123,0.073,0.635
456,02/10/2021 11:20:38 PM,1.172,0.073,0.659
457,02/10/2021 11:21:38 PM,1.172,0.073,0.659
458,02/10/2021 11:22:38 PM,1.197,0.073,0.659
459,02/10/2021 11:23:38 PM,1.197,0.073,0.659
460,02/10/2021 11:24:38 PM,1.197,0.049,0.659
461,02/10/2021 11:25:38 PM,1.197,0.049,0.659
462,02/10/2021 11:26:38 PM,1.197,0.073,0.049
463,02/10/2021 11:27:38 PM,1.197,0.073,0.073
464,02/10/2021 11:28:38 PM,1.197,0.049,0.049
465,02/10/2021 11:29:38 PM,1.197,0.073,0.073
466,02/10/2021 11:30:38 PM,1.197,0.073,0.073
467,02/10/2021 11:31:38 PM,1.221,0.073,0.073
468,02/10/2021 11:32:38 PM,1.197,0.049,0.073
469,02/10/2021 11:33:38 PM,1.197,0.073,0.073
470,02/10/2021 11:34:38 PM,1.197,0.073,0.073
471,02/10/2021 11:35:38 PM,1.197,0.073,0.049
472,02/10/2021 11:36:38 PM,1.197,0.049,0.049
473,02/10/2021 11:37:38 PM,1.197,0.073,0.073
474,02/10/2021 11:38:38 PM,1.221,0.073,0.073
475,02/10/2021 11:39:38 PM,1.197,0.073,0.049
476,02/10/2021 11:40:38 PM,1.197,0.073,0.073
477,02/10/2021 11:41:38 PM,1.197,0.073,0.073
478,02/10/2021 11:42:38 PM,1.441,0.073,0.073
479,02/10/2021 11:43:38 PM,1.197,0.073,0.049
480,02/10/2021 11:44:38 PM,1.221,0.073,0.073
481,02/10/2021 11:45:38 PM,1.197,0.073,0.073
482,02/10/2021 11:46:38 PM,1.221,0.073,0.073
483,02/10/2021 11:47:38 PM,1.221,0.049,0.073
484,02/10/2021 11:48:38 PM,1.221,0.073,0.049
485,02/10/2021 11:49:38 PM,1.221,0.073,0.073
486,02/10/2021 11:50:38 PM,1.172,0.073,0.073
487,02/10/2021 11:51:38 PM,1.148,0.073,0.073
488,02/10/2021 11:52:38 PM,1.123,0.049,0.049
489,02/10/2021 11:53:38 PM,1.099,0.073,0.073
490,02/10/2021 11:54:38 PM,1.099,0.073,0.073
491,02/10/2021 11:55:38 PM,1.099,0.049,0.073
492,02/10/2021 11:56:38 PM,1.099,0.073,0.073
493,02/10/2021 11:57:38 PM,1.099,18.388,0.098
494,02/10/2021 11:58:38 PM,1.074,18.413,0.098
495,02/10/2021 11:59:38 PM,1.074,18.413,0.098
496,02/11/2021 12:00:38 AM,1.074,18.413,0.122
497,02/11/2021 12:01:38 AM,1.074,18.388,0.098
498,02/11/2021 12:02:38 AM,1.074,18.388,0.098
499,02/11/2021 12:03:38 AM,1.074,18.413,0.098
500,02/11/2021 12:04:38 AM,1.074,18.437,0.098
501,02/11/2021 12:05:38 AM,1.074,18.462,0.098
502,02/11/2021 12:06:38 AM,1.050,18.437,0.098
503,02/11/2021 12:07:38 AM,1.050,18.462,0.098
504,02/11/2021 12:08:38 AM,1.050,18.437,0.098
505,02/11/2021 12:09:38 AM,1.026,18.462,0.098
506,02/11/2021 12:10:38 AM,1.050,0.073,0.073
507,02/11/2021 12:11:38 AM,1.026,0.073,0.073
508,02/11/2021 12:12:38 AM,1.270,0.049,0.049
509,02/11/2021 12:13:38 AM,1.026,0.073,0.073
510,02/11/2021 12:14:38 AM,1.026,0.073,0.073
511,02/11/2021 12:15:38 AM,1.026,0.073,0.073
512,02/11/2021 12:16:38 AM,1.026,0.073,0.073
513,02/11/2021 12:17:38 AM,1.026,0.073,0.073
514,02/11/2021 12:18:38 AM,1.026,0.073,0.073
515,02/11/2021 12:19:38 AM,1.026,0.073,0.073
516,02/11/2021 12:20:38 AM,1.026,0.073,0.049
517,02/11/2021 12:21:38 AM,1.026,0.073,0.073
518,02/11/2021 12:22:38 AM,1.026,0.073,0.073
519,02/11/2021 12:23:38 AM,1.026,0.073,0.049
520,02/11/2021 12:24:38 AM,1.001,0.073,0.073
521,02/11/2021 12:25:38 AM,1.001,0.073,0.049
522,02/11/2021 12:26:38 AM,1.026,0.049,0.073
523,02/11/2021 12:27:38 AM,1.026,0.073,0.073
524,02/11/2021 12:28:38 AM,1.026,0.073,0.049
525,02/11/2021 12:29:38 AM,1.026,0.073,0.073
526,02/11/2021 12:30:38 AM,1.026,0.073,0.049
527,02/11/2021 12:31:38 AM,1.001,0.073,0.073
528,02/11/2021 12:32:38 AM,1.026,0.073,0.073
529,02/11/2021 12:33:38 AM,1.001,0.073,0.049
530,02/11/2021 12:34:38 AM,1.001,0.073,0.073
531,02/11/2021 12:35:38 AM,1.026,0.073,0.073
532,02/11/2021 12:36:38 AM,1.026,0.073,0.073
533,02/11/2021 12:37:38 AM,1.026,0.073,0.073
534,02/11/2021 12:38:38 AM,1.026,0.073,0.073
535,02/11/2021 12:39:38 AM,1.026,0.073,0.073
536,02/11/2021 12:40:38 AM,1.099,0.073,0.073
537,02/11/2021 12:41:38 AM,1.123,0.073,0.073
538,02/11/2021 12:42:38 AM,1.368,0.073,0.073
539,02/11/2021 12:43:38 AM,1.148,0.073,0.073
540,02/11/2021 12:44:38 AM,1.148,0.073,0.073
541,02/11/2021 12:45:38 AM,1.172,0.073,0.073
542,02/11/2021 12:46:38 AM,1.172,0.073,0.073
543,02/11/2021 12:47:38 AM,1.172,0.073,0.073
544,02/11/2021 12:48:38 AM,1.172,0.073,0.073
545,02/11/2021 12:49:38 AM,1.148,0.073,0.073
546,02/11/2021 12:50:38 AM,1.172,0.073,0.073
547,02/11/2021 12:51:38 AM,1.172,0.073,0.073
548,02/11/2021 12:52:38 AM,1.172,0.073,0.073
549,02/11/2021 12:53:38 AM,1.172,0.073,0.073
550,02/11/2021 12:54:38 AM,1.172,0.049,0.073
551,02/11/2021 12:55:38 AM,1.172,0.073,0.073
552,02/11/2021 12:56:38 AM,1.172,0.073,0.073
553,02/11/2021 12:57:38 AM,1.172,0.073,0.073
554,02/11/2021 12:58:38 AM,1.172,0.073,0.073
555,02/11/2021 12:59:38 AM,1.172,0.073,0.073
556,02/11/2021 01:00:38 AM,1.172,0.073,0.073
557,02/11/2021 01:01:38 AM,1.172,0.073,0.073
558,02/11/2021 01:02:38 AM,1.172,0.073,0.073
559,02/11/2021 01:03:38 AM,1.172,0.073,0.073
560,02/11/2021 01:04:38 AM,1.172,0.073,0.073
561,02/11/2021 01:05:38 AM,1.148,0.073,0.073
562,02/11/2021 01:06:38 AM,1.099,0.073,0.073
563,02/11/2021 01:07:38 AM,1.074,18.608,0.122
564,02/11/2021 01:08:38 AM,1.074,18.535,0.122
565,02/11/2021 01:09:38 AM,1.050,18.510,0.122
566,02/11/2021 01:10:38 AM,1.050,18.486,0.122
567,02/11/2021 01:11:38 AM,1.050,18.510,0.098
568,02/11/2021 01:12:38 AM,1.270,18.510,0.098
569,02/11/2021 01:13:38 AM,1.026,18.486,0.098
570,02/11/2021 01:14:38 AM,1.026,18.486,0.098
571,02/11/2021 01:15:38 AM,1.026,18.535,0.098
572,02/11/2021 01:16:38 AM,1.026,18.510,0.098
573,02/11/2021 01:17:38 AM,1.026,18.486,0.098
574,02/11/2021 01:18:38 AM,1.026,0.073,0.049
575,02/11/2021 01:19:38 AM,1.026,0.073,0.073
576,02/11/2021 01:20:38 AM,1.001,0.073,0.073
577,02/11/2021 01:21:38 AM,1.026,0.073,0.073
578,02/11/2021 01:22:38 AM,1.026,0.049,0.073
579,02/11/2021 01:23:38 AM,1.001,0.073,0.073
580,02/11/2021 01:24:38 AM,1.026,0.073,0.073
581,02/11/2021 01:25:38 AM,1.026,0.073,0.049
582,02/11/2021 01:26:38 AM,1.001,0.073,0.073
583,02/11/2021 01:27:38 AM,1.026,0.073,0.073
584,02/11/2021 01:28:38 AM,1.001,0.073,0.073
585,02/11/2021 01:29:38 AM,1.001,0.073,0.073
586,02/11/2021 01:30:38 AM,1.001,0.073,0.073
587,02/11/2021 01:31:38 AM,1.001,0.073,0.073
588,02/11/2021 01:32:38 AM,1.001,0.049,0.073
589,02/11/2021 01:33:38 AM,1.001,0.049,0.073
590,02/11/2021 01:34:38 AM,1.001,0.073,0.073
591,02/11/2021 01:35:38 AM,1.001,0.049,0.073
592,02/11/2021 01:36:38 AM,1.001,0.073,0.073
593,02/11/2021 01:37:38 AM,1.001,0.073,0.073
594,02/11/2021 01:38:38 AM,1.001,0.049,0.049
595,02/11/2021 01:39:38 AM,1.001,0.073,0.073
596,02/11/2021 01:40:38 AM,1.001,0.073,0.073
597,02/11/2021 01:41:38 AM,1.001,0.049,0.073
598,02/11/2021 01:42:38 AM,1.245,0.073,0.073
599,02/11/2021 01:43:38 AM,1.001,0.073,0.073
600,02/11/2021 01:44:38 AM,1.001,0.049,0.073
601,02/11/2021 01:45:38 AM,1.001,0.073,0.073
602,02/11/2021 01:46:38 AM,1.001,0.073,0.073
603,02/11/2021 01:47:38 AM,1.001,0.073,0.073
604,02/11/2021 01:48:38 AM,1.001,0.073,0.073
605,02/11/2021 01:49:38 AM,1.001,0.073,0.073
606,02/11/2021 01:50:38 AM,1.001,0.073,0.073
607,02/11/2021 01:51:38 AM,0.977,0.049,0.073
608,02/11/2021 01:52:38 AM,0.977,0.049,0.073
609,02/11/2021 01:53:38 AM,0.977,0.073,0.073
610,02/11/2021 01:54:38 AM,0.977,0.073,0.073
611,02/11/2021 01:55:38 AM,1.001,0.049,0.073
612,02/11/2021 01:56:38 AM,0.977,0.073,0.073
613,02/11/2021 01:57:38 AM,0.977,0.073,0.073
614,02/11/2021 01:58:38 AM,0.977,0.073,0.073
615,02/11/2021 01:59:38 AM,0.977,0.073,0.073
616,02/11/2021 02:00:38 AM,1.001,0.049,0.073
617,02/11/2021 02:01:38 AM,0.977,0.073,0.073
618,02/11/2021 02:02:38 AM,0.977,0.073,0.073
619,02/11/2021 02:03:38 AM,0.977,0.073,0.073
620,02/11/2021 02:04:38 AM,0.977,0.073,0.073
621,02/11/2021 02:05:38 AM,0.977,0.073,0.073
622,02/11/2021 02:06:38 AM,0.977,0.073,0.073
623,02/11/2021 02:07:38 AM,0.977,0.049,0.073
624,02/11/2021 02:08:38 AM,0.977,0.073,0.073
625,02/11/2021 02:09:38 AM,1.001,0.073,0.098
626,02/11/2021 02:10:38 AM,0.977,0.073,0.073
627,02/11/2021 02:11:38 AM,0.977,0.073,0.073
628,02/11/2021 02:12:38 AM,1.245,0.073,0.073
629,02/11/2021 02:13:38 AM,1.050,0.073,0.073
630,02/11/2021 02:14:38 AM,1.099,0.049,0.073
631,02/11/2021 02:15:38 AM,1.099,0.049,0.073
632,02/11/2021 02:16:38 AM,1.123,0.073,0.073
633,02/11/2021 02:17:38 AM,1.123,0.073,0.073
634,02/11/2021 02:18:38 AM,1.123,0.073,0.073
635,02/11/2021 02:19:38 AM,1.123,0.049,0.073
636,02/11/2021 02:20:38 AM,1.123,0.049,0.073
637,02/11/2021 02:21:38 AM,1.123,0.073,0.073
638,02/11/2021 02:22:38 AM,1.123,0.073,0.073
639,02/11/2021 02:23:38 AM,1.148,0.049,0.073
640,02/11/2021 02:24:38 AM,1.123,0.049,0.073
641,02/11/2021 02:25:38 AM,1.148,0.073,0.073
642,02/11/2021 02:26:38 AM,1.123,18.559,0.122
643,02/11/2021 02:27:38 AM,1.123,18.559,0.122
644,02/11/2021 02:28:38 AM,1.123,18.559,0.098
645,02/11/2021 02:29:38 AM,1.123,18.584,0.098
646,02/11/2021 02:30:38 AM,1.148,18.559,0.122
647,02/11/2021 02:31:38 AM,1.148,18.559,0.098
648,02/11/2021 02:32:38 AM,1.148,18.559,0.098
649,02/11/2021 02:33:38 AM,1.148,18.559,0.098
650,02/11/2021 02:34:38 AM,1.148,18.535,0.098
651,02/11/2021 02:35:38 AM,1.148,18.535,0.122
652,02/11/2021 02:36:38 AM,1.148,18.584,0.098
653,02/11/2021 02:37:38 AM,1.148,0.073,0.073
654,02/11/2021 02:38:38 AM,1.099,0.073,0.073
655,02/11/2021 02:39:38 AM,1.074,0.073,0.073
656,02/11/2021 02:40:38 AM,1.050,0.073,0.049
657,02/11/2021 02:41:38 AM,1.050,0.073,0.073
658,02/11/2021 02:42:38 AM,1.270,0.073,0.073
659,02/11/2021 02:43:38 AM,1.026,0.073,0.073
660,02/11/2021 02:44:38 AM,1.026,0.073,0.757
661,02/11/2021 02:45:38 AM,1.026,0.049,0.708
662,02/11/2021 02:46:38 AM,1.026,0.073,0.708
663,02/11/2021 02:47:38 AM,1.001,0.073,0.708
664,02/11/2021 02:48:38 AM,1.001,0.073,0.708
665,02/11/2021 02:49:38 AM,1.001,0.073,0.684
666,02/11/2021 02:50:38 AM,1.001,0.073,0.684
667,02/11/2021 02:51:38 AM,1.026,0.073,0.684
668,02/11/2021 02:52:38 AM,1.026,0.073,0.684
669,02/11/2021 02:53:38 AM,1.001,0.073,0.684
670,02/11/2021 02:54:38 AM,1.001,0.049,0.684
671,02/11/2021 02:55:38 AM,1.001,0.073,0.684
672,02/11/2021 02:56:38 AM,1.001,0.073,0.684
673,02/11/2021 02:57:38 AM,1.001,0.073,0.684
674,02/11/2021 02:58:38 AM,1.001,0.073,0.684
675,02/11/2021 02:59:38 AM,1.001,0.073,0.659
676,02/11/2021 03:00:38 AM,0.977,0.073,0.659
677,02/11/2021 03:01:38 AM,1.001,0.049,0.684
678,02/11/2021 03:02:38 AM,1.001,0.049,0.659
679,02/11/2021 03:03:38 AM,1.001,0.073,0.684
680,02/11/2021 03:04:38 AM,1.001,0.073,0.659
681,02/11/2021 03:05:38 AM,0.977,0.049,0.684
682,02/11/2021 03:06:38 AM,1.001,0.073,0.684
683,02/11/2021 03:07:38 AM,1.001,0.073,0.684
684,02/11/2021 03:08:38 AM,1.001,0.073,0.659
685,02/11/2021 03:09:38 AM,0.977,0.073,0.659
686,02/11/2021 03:10:38 AM,0.977,0.073,0.659
687,02/11/2021 03:11:38 AM,0.977,0.073,0.659
688,02/11/2021 03:12:38 AM,1.221,0.073,0.684
689,02/11/2021 03:13:38 AM,1.001,0.073,0.659
690,02/11/2021 03:14:38 AM,0.977,0.073,0.659
691,02/11/2021 03:15:38 AM,0.977,0.073,0.659
692,02/11/2021 03:16:38 AM,0.122,0.049,0.659
693,02/11/2021 03:17:38 AM,0.122,0.073,0.659
694,02/11/2021 03:18:38 AM,0.122,0.073,0.659
695,02/11/2021 03:19:38 AM,0.147,0.049,0.659
696,02/11/2021 03:20:38 AM,0.122,0.073,0.659
697,02/11/2021 03:21:38 AM,0.122,0.073,0.659
698,02/11/2021 03:22:38 AM,0.122,0.073,0.659
699,02/11/2021 03:23:38 AM,0.147,0.049,0.659
700,02/11/2021 03:24:38 AM,0.122,0.049,0.659
701,02/11/2021 03:25:38 AM,0.122,0.073,0.659
702,02/11/2021 03:26:38 AM,0.122,0.073,0.659
703,02/11/2021 03:27:38 AM,0.122,0.073,0.659
704,02/11/2021 03:28:38 AM,0.122,0.073,0.659
705,02/11/2021 03:29:38 AM,0.122,0.073,0.659
706,02/11/2021 03:30:38 AM,0.147,0.073,0.659
707,02/11/2021 03:31:38 AM,0.122,0.073,0.659
708,02/11/2021 03:32:38 AM,0.147,0.073,0.659
709,02/11/2021 03:33:38 AM,0.122,0.073,0.659
710,02/11/2021 03:34:38 AM,0.122,0.049,0.659
711,02/11/2021 03:35:38 AM,0.147,0.073,0.659
712,02/11/2021 03:36:38 AM,0.147,0.073,0.659
713,02/11/2021 03:37:38 AM,0.122,0.073,0.659
714,02/11/2021 03:38:38 AM,0.147,0.073,0.659
715,02/11/2021 03:39:38 AM,0.122,0.073,0.659
716,02/11/2021 03:40:38 AM,0.122,0.049,0.659
717,02/11/2021 03:41:38 AM,0.147,0.073,0.659
718,02/11/2021 03:42:38 AM,0.147,18.559,0.708
719,02/11/2021 03:43:38 AM,0.122,18.535,0.733
720,02/11/2021 03:44:38 AM,0.122,18.535,0.708
721,02/11/2021 03:45:38 AM,0.147,18.559,0.733
722,02/11/2021 03:46:38 AM,0.147,18.535,0.708
723,02/11/2021 03:47:38 AM,0.122,18.535,0.733
724,02/11/2021 03:48:38 AM,0.122,18.559,0.708
725,02/11/2021 03:49:38 AM,0.147,18.559,0.733
726,02/11/2021 03:50:38 AM,0.122,18.559,0.733
727,02/11/2021 03:51:38 AM,0.122,18.535,0.708
728,02/11/2021 03:52:38 AM,0.122,0.073,0.659
729,02/11/2021 03:53:38 AM,0.122,0.073,0.659
730,02/11/2021 03:54:38 AM,0.098,0.073,0.659
731,02/11/2021 03:55:38 AM,0.122,0.073,0.659
732,02/11/2021 03:56:38 AM,1.123,0.073,0.635
733,02/11/2021 03:57:38 AM,1.099,0.073,0.659
734,02/11/2021 03:58:38 AM,1.123,0.049,0.659
735,02/11/2021 03:59:38 AM,1.123,0.073,0.659
736,02/11/2021 04:00:38 AM,1.099,0.073,0.635
737,02/11/2021 04:01:38 AM,1.099,0.073,0.659
738,02/11/2021 04:02:38 AM,1.123,0.073,0.659
739,02/11/2021 04:03:38 AM,1.148,0.049,0.659
740,02/11/2021 04:04:38 AM,1.172,0.073,0.659
741,02/11/2021 04:05:38 AM,1.197,0.073,0.635
742,02/11/2021 04:06:38 AM,1.197,0.073,0.659
743,02/11/2021 04:07:38 AM,1.197,0.073,0.659
744,02/11/2021 04:08:38 AM,1.197,0.073,0.659
745,02/11/2021 04:09:38 AM,1.197,0.073,0.659
746,02/11/2021 04:10:38 AM,1.197,0.073,0.635
747,02/11/2021 04:11:38 AM,1.172,0.073,0.635
748,02/11/2021 04:12:38 AM,1.416,0.073,0.635
749,02/11/2021 04:13:38 AM,1.172,0.073,0.659
750,02/11/2021 04:14:38 AM,1.172,0.073,0.635
751,02/11/2021 04:15:38 AM,1.172,0.073,0.635
752,02/11/2021 04:16:38 AM,1.172,0.073,0.635
753,02/11/2021 04:17:38 AM,1.172,0.073,0.635
754,02/11/2021 04:18:38 AM,1.172,0.073,0.635
755,02/11/2021 04:19:38 AM,1.172,0.073,0.659
756,02/11/2021 04:20:38 AM,1.172,0.073,0.659
757,02/11/2021 04:21:38 AM,1.197,0.073,0.635
758,02/11/2021 04:22:38 AM,1.172,0.073,0.659
759,02/11/2021 04:23:38 AM,1.197,0.049,0.659
760,02/11/2021 04:24:38 AM,1.197,0.073,0.635
761,02/11/2021 04:25:38 AM,1.172,0.073,0.635
762,02/11/2021 04:26:38 AM,1.172,0.073,0.635
763,02/11/2021 04:27:38 AM,1.172,0.073,0.635
764,02/11/2021 04:28:38 AM,1.123,0.073,0.635
765,02/11/2021 04:29:38 AM,1.123,0.049,0.635
766,02/11/2021 04:30:38 AM,1.099,0.073,0.659
767,02/11/2021 04:31:38 AM,1.074,0.049,0.635
768,02/11/2021 04:32:38 AM,1.074,0.073,0.073
769,02/11/2021 04:33:38 AM,1.074,0.073,0.073
770,02/11/2021 04:34:38 AM,1.050,0.073,0.073
771,02/11/2021 04:35:38 AM,1.074,0.073,0.073
772,02/11/2021 04:36:38 AM,1.074,0.073,0.073
773,02/11/2021 04:37:38 AM,1.050,0.073,0.073
774,02/11/2021 04:38:38 AM,1.050,0.073,0.098
775,02/11/2021 04:39:38 AM,1.050,0.073,0.073
776,02/11/2021 04:40:38 AM,1.074,0.073,0.073
777,02/11/2021 04:41:38 AM,1.050,0.049,0.073
778,02/11/2021 04:42:38 AM,1.294,0.073,0.073
779,02/11/2021 04:43:38 AM,1.050,0.073,0.073
780,02/11/2021 04:44:38 AM,1.050,0.073,0.073
781,02/11/2021 04:45:38 AM,1.050,0.073,0.073
782,02/11/2021 04:46:38 AM,1.050,0.073,0.098
783,02/11/2021 04:47:38 AM,1.050,0.073,0.073
784,02/11/2021 04:48:38 AM,1.050,0.049,0.073
785,02/11/2021 04:49:38 AM,1.050,0.073,0.073
786,02/11/2021 04:50:38 AM,2.833,0.073,0.073
787,02/11/2021 04:51:38 AM,2.759,0.073,0.073
788,02/11/2021 04:52:38 AM,2.735,0.073,0.073
789,02/11/2021 04:53:38 AM,2.735,0.073,0.073
790,02/11/2021 04:54:38 AM,2.735,0.073,0.073
791,02/11/2021 04:55:38 AM,2.735,0.073,0.073
792,02/11/2021 04:56:38 AM,2.735,0.073,0.073
793,02/11/2021 04:57:38 AM,2.711,0.073,0.073
794,02/11/2021 04:58:38 AM,2.686,0.073,0.073
795,02/11/2021 04:59:38 AM,2.711,0.073,0.073
796,02/11/2021 05:00:38 AM,2.735,0.073,0.073
797,02/11/2021 05:01:38 AM,2.711,0.073,0.073
798,02/11/2021 05:02:38 AM,2.735,0.073,0.073
799,02/11/2021 05:03:38 AM,2.735,0.073,0.073
800,02/11/2021 05:04:38 AM,2.735,0.073,0.073
801,02/11/2021 05:05:38 AM,2.711,0.073,0.073
802,02/11/2021 05:06:38 AM,2.735,0.073,0.073
803,02/11/2021 05:07:38 AM,2.735,0.073,0.073
804,02/11/2021 05:08:38 AM,2.686,18.486,0.098
805,02/11/2021 05:09:38 AM,2.686,18.486,0.122
806,02/11/2021 05:10:38 AM,2.711,18.486,0.098
807,02/11/2021 05:11:38 AM,2.711,18.510,0.098
808,02/11/2021 05:12:38 AM,2.930,18.486,0.098
809,02/11/2021 05:13:38 AM,2.686,18.486,0.098
810,02/11/2021 05:14:38 AM,2.686,18.510,0.098
811,02/11/2021 05:15:38 AM,2.686,18.535,0.122
812,02/11/2021 05:16:38 AM,2.686,18.486,0.098
813,02/11/2021 05:17:38 AM,2.711,18.510,0.098
814,02/11/2021 05:18:38 AM,2.735,0.098,0.073
815,02/11/2021 05:19:38 AM,0.171,0.073,0.049
816,02/11/2021 05:20:38 AM,0.073,0.073,0.073
817,02/11/2021 05:21:38 AM,0.122,0.073,0.073
818,02/11/2021 05:22:38 AM,0.122,0.073,0.073
819,02/11/2021 05:23:38 AM,0.122,0.073,0.073
820,02/11/2021 05:24:38 AM,0.122,0.073,0.073
821,02/11/2021 05:25:38 AM,0.122,0.049,0.073
822,02/11/2021 05:26:38 AM,0.122,0.073,0.073
823,02/11/2021 05:27:38 AM,0.122,0.073,0.073
824,02/11/2021 05:28:38 AM,0.122,0.073,0.073
825,02/11/2021 05:29:38 AM,0.122,0.073,0.073
826,02/11/2021 05:30:38 AM,0.122,0.073,0.073
827,02/11/2021 05:31:38 AM,0.122,0.073,0.073
828,02/11/2021 05:32:38 AM,0.122,0.049,0.073
829,02/11/2021 05:33:38 AM,1.172,0.049,0.073
830,02/11/2021 05:34:38 AM,1.221,0.073,0.073
831,02/11/2021 05:35:38 AM,1.245,0.073,0.073
