Plot Title: Riihiluoma 1,,,,
832,02/11/2021 05:36:38 AM,1.270,0.073,0.073
833,02/11/2021 05:37:38 AM,1.270,0.073,0.073
834,02/11/2021 05:38:38 AM,1.270,0.073,0.073
835,02/11/2021 05:39:38 AM,1.245,0.073,0.073
836,02/11/2021 05:40:38 AM,1.245,0.073,0.073
837,02/11/2021 05:41:38 AM,1.245,0.049,0.049
838,02/11/2021 05:42:38 AM,1.441,0.073,0.073
839,02/11/2021 05:43:38 AM,1.197,0.073,0.073
840,02/11/2021 05:44:38 AM,1.197,0.073,0.073
841,02/11/2021 05:45:38 AM,1.197,0.073,0.073
842,02/11/2021 05:46:38 AM,1.221,0.073,0.073
843,02/11/2021 05:47:38 AM,1.343,0.049,0.073
844,02/11/2021 05:48:38 AM,1.245,0.049,0.073
845,02/11/2021 05:49:38 AM,1.270,0.049,0.073
846,02/11/2021 05:50:38 AM,1.270,0.073,0.073
847,02/11/2021 05:51:38 AM,1.270,0.049,0.073
848,02/11/2021 05:52:38 AM,1.245,0.073,0.073
849,02/11/2021 05:53:38 AM,1.270,0.049,0.073
850,02/11/2021 05:54:38 AM,1.270,0.073,0.073
851,02/11/2021 05:55:38 AM,1.270,0.073,0.073
852,02/11/2021 05:56:38 AM,1.245,0.073,0.073
853,02/11/2021 05:57:38 AM,1.245,0.073,0.073
854,02/11/2021 05:58:38 AM,1.245,0.073,0.073
855,02/11/2021 05:59:38 AM,1.245,0.073,0.073
856,02/11/2021 06:00:38 AM,1.245,0.073,0.073
857,02/11/2021 06:01:38 AM,1.245,0.073,0.073
858,02/11/2021 06:02:38 AM,1.245,0.049,0.073
859,02/11/2021 06:03:38 AM,1.245,0.073,0.073
860,02/11/2021 06:04:38 AM,1.245,0.073,0.073
861,02/11/2021 06:05:38 AM,1.245,0.073,0.073
862,02/11/2021 06:06:38 AM,1.245,0.073,0.073
863,02/11/2021 06:07:38 AM,1.245,0.073,0.073
864,02/11/2021 06:08:38 AM,1.245,0.073,0.073
865,02/11/2021 06:09:38 AM,1.245,0.049,0.073
866,02/11/2021 06:10:38 AM,1.245,0.049,0.073
867,02/11/2021 06:11:38 AM,1.221,0.073,0.073
868,02/11/2021 06:12:38 AM,1.465,0.073,0.073
869,02/11/2021 06:13:38 AM,1.172,0.073,0.073
870,02/11/2021 06:14:38 AM,1.123,0.049,0.073
871,02/11/2021 06:15:38 AM,1.123,0.073,0.073
872,02/11/2021 06:16:38 AM,1.099,0.073,0.073
873,02/11/2021 06:17:38 AM,1.099,0.073,0.073
874,02/11/2021 06:18:38 AM,1.074,0.073,0.073
875,02/11/2021 06:19:38 AM,1.074,0.049,0.073
876,02/11/2021 06:20:38 AM,1.074,0.073,0.073
877,02/11/2021 06:21:38 AM,1.074,0.073,0.073
878,02/11/2021 06:22:38 AM,1.074,0.073,0.073
879,02/11/2021 06:23:38 AM,1.074,0.049,0.073
880,02/11/2021 06:24:38 AM,1.074,0.073,0.073
881,02/11/2021 06:25:38 AM,1.050,0.073,0.073
882,02/11/2021 06:26:38 AM,1.050,0.073,0.073
883,02/11/2021 06:27:38 AM,1.050,0.073,0.073
884,02/11/2021 06:28:38 AM,1.050,0.073,0.073
885,02/11/2021 06:29:38 AM,1.050,0.049,0.049
886,02/11/2021 06:30:38 AM,1.050,0.073,0.073
887,02/11/2021 06:31:38 AM,1.026,0.073,0.073
888,02/11/2021 06:32:38 AM,1.026,0.073,0.073
889,02/11/2021 06:33:38 AM,1.026,0.073,0.073
890,02/11/2021 06:34:38 AM,1.026,0.073,0.073
891,02/11/2021 06:35:38 AM,1.026,0.049,0.073
892,02/11/2021 06:36:38 AM,1.050,0.049,0.073
893,02/11/2021 06:37:38 AM,1.026,0.049,0.073
894,02/11/2021 06:38:38 AM,1.050,0.049,0.073
895,02/11/2021 06:39:38 AM,1.026,0.073,0.073
896,02/11/2021 06:40:38 AM,1.026,0.073,0.073
897,02/11/2021 06:41:38 AM,1.001,0.073,0.073
898,02/11/2021 06:42:38 AM,1.001,0.073,0.073
899,02/11/2021 06:43:38 AM,1.001,18.315,0.098
900,02/11/2021 06:44:38 AM,1.001,18.242,0.098
901,02/11/2021 06:45:38 AM,1.001,18.291,0.098
902,02/11/2021 06:46:38 AM,1.001,18.266,0.098
903,02/11/2021 06:47:38 AM,1.001,18.266,0.122
904,02/11/2021 06:48:38 AM,1.001,18.266,0.098
905,02/11/2021 06:49:38 AM,1.001,18.315,0.098
906,02/11/2021 06:50:38 AM,1.001,18.291,0.098
907,02/11/2021 06:51:38 AM,1.001,18.291,0.098
908,02/11/2021 06:52:38 AM,1.001,18.315,0.098
909,02/11/2021 06:53:38 AM,1.001,18.339,0.098
910,02/11/2021 06:54:38 AM,1.001,0.073,0.049
911,02/11/2021 06:55:38 AM,1.001,0.073,0.073
912,02/11/2021 06:56:38 AM,1.001,0.073,0.073
913,02/11/2021 06:57:38 AM,1.001,0.073,0.049
914,02/11/2021 06:58:38 AM,0.977,0.073,0.073
915,02/11/2021 06:59:38 AM,1.001,0.073,0.049
916,02/11/2021 07:00:38 AM,0.977,0.049,0.073
917,02/11/2021 07:01:38 AM,1.001,0.073,0.049
918,02/11/2021 07:02:38 AM,1.001,0.073,0.049
919,02/11/2021 07:03:38 AM,0.977,0.073,0.073
920,02/11/2021 07:04:38 AM,1.001,0.073,0.049
921,02/11/2021 07:05:38 AM,1.001,0.073,0.049
922,02/11/2021 07:06:38 AM,1.001,0.049,0.049
923,02/11/2021 07:07:38 AM,1.001,0.049,0.049
924,02/11/2021 07:08:38 AM,1.001,0.073,0.073
925,02/11/2021 07:09:38 AM,1.001,0.073,0.073
926,02/11/2021 07:10:38 AM,1.001,0.073,0.049
927,02/11/2021 07:11:38 AM,0.977,0.073,0.049
928,02/11/2021 07:12:38 AM,0.977,0.073,0.049
929,02/11/2021 07:13:38 AM,0.977,0.073,0.049
930,02/11/2021 07:14:38 AM,0.977,0.073,0.049
931,02/11/2021 07:15:38 AM,0.977,0.049,0.049
932,02/11/2021 07:16:38 AM,0.977,0.073,0.049
933,02/11/2021 07:17:38 AM,1.001,0.073,0.049
934,02/11/2021 07:18:38 AM,1.001,0.049,0.073
935,02/11/2021 07:19:38 AM,0.977,0.073,0.073
936,02/11/2021 07:20:38 AM,0.977,0.073,0.073
937,02/11/2021 07:21:38 AM,1.001,0.073,0.073
938,02/11/2021 07:22:38 AM,0.977,0.073,0.073
939,02/11/2021 07:23:38 AM,0.977,0.073,0.073
940,02/11/2021 07:24:38 AM,0.977,0.073,0.073
941,02/11/2021 07:25:38 AM,0.977,0.073,0.049
942,02/11/2021 07:26:38 AM,0.977,0.049,0.073
943,02/11/2021 07:27:38 AM,0.977,0.049,0.073
944,02/11/2021 07:28:38 AM,0.122,0.049,0.049
945,02/11/2021 07:29:38 AM,0.122,0.049,0.049
946,02/11/2021 07:30:38 AM,0.122,0.073,0.073
947,02/11/2021 07:31:38 AM,0.122,0.049,0.073
948,02/11/2021 07:32:38 AM,0.122,0.049,0.049
949,02/11/2021 07:33:38 AM,0.122,0.049,0.049
950,02/11/2021 07:34:38 AM,0.122,0.049,0.073
951,02/11/2021 07:35:38 AM,0.122,0.049,0.073
952,02/11/2021 07:36:38 AM,0.122,0.049,0.049
953,02/11/2021 07:37:38 AM,0.122,0.073,0.073
954,02/11/2021 07:38:38 AM,0.122,0.073,0.073
955,02/11/2021 07:39:38 AM,0.122,0.073,0.073
956,02/11/2021 07:40:38 AM,0.122,0.073,0.073
957,02/11/2021 07:41:38 AM,0.098,0.073,0.049
958,02/11/2021 07:42:38 AM,0.122,0.073,0.049
959,02/11/2021 07:43:38 AM,0.122,0.073,0.073
960,02/11/2021 07:44:38 AM,0.122,0.049,0.049
961,02/11/2021 07:45:38 AM,0.122,0.073,0.073
962,02/11/2021 07:46:38 AM,0.122,0.049,0.049
963,02/11/2021 07:47:38 AM,0.122,0.073,0.073
964,02/11/2021 07:48:38 AM,0.122,0.073,0.073
965,02/11/2021 07:49:38 AM,0.122,0.073,0.073
966,02/11/2021 07:50:38 AM,0.122,0.073,0.073
967,02/11/2021 07:51:38 AM,0.122,0.049,0.049
968,02/11/2021 07:52:38 AM,0.122,0.049,0.049
969,02/11/2021 07:53:38 AM,0.122,0.049,0.073
970,02/11/2021 07:54:38 AM,0.122,0.073,0.073
971,02/11/2021 07:55:38 AM,0.098,0.073,0.049
972,02/11/2021 07:56:38 AM,0.122,0.049,0.049
973,02/11/2021 07:57:38 AM,0.122,0.073,0.049
974,02/11/2021 07:58:38 AM,0.122,0.073,0.049
975,02/11/2021 07:59:38 AM,0.122,0.073,0.757
976,02/11/2021 08:00:38 AM,0.122,0.049,0.708
977,02/11/2021 08:01:38 AM,0.122,0.073,0.708
978,02/11/2021 08:02:38 AM,0.122,0.049,0.708
979,02/11/2021 08:03:38 AM,0.122,0.073,0.708
980,02/11/2021 08:04:38 AM,0.122,0.049,0.708
981,02/11/2021 08:05:38 AM,0.122,0.073,0.708
982,02/11/2021 08:06:38 AM,0.098,0.073,0.708
983,02/11/2021 08:07:38 AM,0.122,0.073,0.684
984,02/11/2021 08:08:38 AM,0.122,0.073,0.684
985,02/11/2021 08:09:38 AM,1.123,0.073,0.684
986,02/11/2021 08:10:38 AM,1.099,0.073,0.684
987,02/11/2021 08:11:38 AM,1.123,0.073,0.684
988,02/11/2021 08:12:38 AM,1.099,0.073,0.684
989,02/11/2021 08:13:38 AM,1.099,0.073,0.708
990,02/11/2021 08:14:38 AM,1.099,0.073,0.708
991,02/11/2021 08:15:38 AM,1.221,0.073,0.708
992,02/11/2021 08:16:38 AM,1.148,0.073,0.684
993,02/11/2021 08:17:38 AM,1.172,0.073,0.684
994,02/11/2021 08:18:38 AM,1.197,0.073,0.684
995,02/11/2021 08:19:38 AM,1.197,0.073,0.684
996,02/11/2021 08:20:38 AM,1.172,18.339,0.757
997,02/11/2021 08:21:38 AM,1.197,18.217,0.757
998,02/11/2021 08:22:38 AM,1.197,18.217,0.757
999,02/11/2021 08:23:38 AM,1.197,18.217,0.757
1000,02/11/2021 08:24:38 AM,1.172,18.242,0.733
1001,02/11/2021 08:25:38 AM,1.197,18.217,0.733
1002,02/11/2021 08:26:38 AM,1.172,18.217,0.733
1003,02/11/2021 08:27:38 AM,1.172,18.242,0.757
1004,02/11/2021 08:28:38 AM,1.172,18.217,0.757
1005,02/11/2021 08:29:38 AM,1.172,18.217,0.733
1006,02/11/2021 08:30:38 AM,1.172,18.217,0.757
1007,02/11/2021 08:31:38 AM,1.172,0.073,0.684
1008,02/11/2021 08:32:38 AM,1.172,0.073,0.684
1009,02/11/2021 08:33:38 AM,1.197,0.049,0.684
1010,02/11/2021 08:34:38 AM,1.172,0.049,0.684
1011,02/11/2021 08:35:38 AM,1.172,0.073,0.684
1012,02/11/2021 08:36:38 AM,1.172,0.073,0.684
1013,02/11/2021 08:37:38 AM,1.172,0.073,0.684
1014,02/11/2021 08:38:38 AM,1.197,0.073,0.684
1015,02/11/2021 08:39:38 AM,1.172,0.073,0.684
1016,02/11/2021 08:40:38 AM,1.172,0.073,0.684
1017,02/11/2021 08:41:38 AM,1.148,0.073,0.684
1018,02/11/2021 08:42:38 AM,1.099,0.073,0.684
1019,02/11/2021 08:43:38 AM,1.294,0.073,0.684
1020,02/11/2021 08:44:38 AM,1.074,0.073,0.684
1021,02/11/2021 08:45:38 AM,1.050,0.073,0.684
1022,02/11/2021 08:46:38 AM,1.050,0.073,0.684
1023,02/11/2021 08:47:38 AM,1.026,0.073,0.684
1024,02/11/2021 08:48:38 AM,1.026,0.073,0.659
1025,02/11/2021 08:49:38 AM,1.026,0.073,0.684
1026,02/11/2021 08:50:38 AM,1.026,0.073,0.659
1027,02/11/2021 08:51:38 AM,1.026,0.073,0.684
1028,02/11/2021 08:52:38 AM,1.074,0.073,0.684
1029,02/11/2021 08:53:38 AM,1.099,0.073,0.684
1030,02/11/2021 08:54:38 AM,1.099,0.073,0.659
1031,02/11/2021 08:55:38 AM,1.074,0.073,0.659
1032,02/11/2021 08:56:38 AM,1.099,0.073,0.659
1033,02/11/2021 08:57:38 AM,1.099,0.073,0.659
1034,02/11/2021 08:58:38 AM,1.123,0.049,0.684
1035,02/11/2021 08:59:38 AM,1.123,0.073,0.684
1036,02/11/2021 09:00:38 AM,1.148,0.073,0.684
1037,02/11/2021 09:01:38 AM,1.148,0.073,0.684
1038,02/11/2021 09:02:38 AM,1.148,0.049,0.684
1039,02/11/2021 09:03:38 AM,1.148,0.073,0.684
1040,02/11/2021 09:04:38 AM,1.148,0.073,0.684
1041,02/11/2021 09:05:38 AM,1.148,0.073,0.659
1042,02/11/2021 09:06:38 AM,1.172,0.073,0.659
1043,02/11/2021 09:07:38 AM,1.123,0.073,0.659
1044,02/11/2021 09:08:38 AM,1.123,0.073,0.684
1045,02/11/2021 09:09:38 AM,1.123,0.073,0.659
1046,02/11/2021 09:10:38 AM,1.123,0.049,0.659
1047,02/11/2021 09:11:38 AM,1.123,0.073,0.659
1048,02/11/2021 09:12:38 AM,1.123,0.073,0.659
1049,02/11/2021 09:13:38 AM,1.368,0.073,0.684
1050,02/11/2021 09:14:38 AM,1.148,0.073,0.684
1051,02/11/2021 09:15:38 AM,1.148,0.049,0.659
1052,02/11/2021 09:16:38 AM,1.148,0.049,0.659
1053,02/11/2021 09:17:38 AM,1.148,0.073,0.659
1054,02/11/2021 09:18:38 AM,1.148,0.073,0.659
1055,02/11/2021 09:19:38 AM,1.148,0.073,0.659
1056,02/11/2021 09:20:38 AM,1.197,0.049,0.659
1057,02/11/2021 09:21:38 AM,1.099,0.049,0.659
1058,02/11/2021 09:22:38 AM,1.148,0.073,0.659
1059,02/11/2021 09:23:38 AM,1.148,0.049,0.659
1060,02/11/2021 09:24:38 AM,1.148,0.073,0.659
1061,02/11/2021 09:25:38 AM,1.148,0.073,0.659
1062,02/11/2021 09:26:38 AM,1.123,0.073,0.659
1063,02/11/2021 09:27:38 AM,1.074,0.073,0.659
1064,02/11/2021 09:28:38 AM,1.148,0.073,0.659
1065,02/11/2021 09:29:38 AM,1.123,0.073,0.659
1066,02/11/2021 09:30:38 AM,1.123,0.073,0.659
1067,02/11/2021 09:31:38 AM,1.123,0.073,0.659
1068,02/11/2021 09:32:38 AM,1.123,0.073,0.659
1069,02/11/2021 09:33:38 AM,1.123,0.049,0.659
1070,02/11/2021 09:34:38 AM,1.123,0.073,0.659
1071,02/11/2021 09:35:38 AM,1.123,0.073,0.659
1072,02/11/2021 09:36:38 AM,1.099,0.073,0.659
1073,02/11/2021 09:37:38 AM,1.099,0.073,0.659
1074,02/11/2021 09:38:38 AM,1.099,0.073,0.049
1075,02/11/2021 09:39:38 AM,1.099,0.073,0.049
1076,02/11/2021 09:40:38 AM,1.099,0.073,0.049
1077,02/11/2021 09:41:38 AM,1.099,0.073,0.049
1078,02/11/2021 09:42:38 AM,1.099,0.049,0.049
1079,02/11/2021 09:43:38 AM,1.294,0.073,0.073
1080,02/11/2021 09:44:38 AM,1.074,0.073,0.049
1081,02/11/2021 09:45:38 AM,1.099,0.073,0.049
1082,02/11/2021 09:46:38 AM,1.099,0.073,0.049
1083,02/11/2021 09:47:38 AM,1.099,0.073,0.073
1084,02/11/2021 09:48:38 AM,1.074,0.073,0.073
1085,02/11/2021 09:49:38 AM,1.074,0.049,0.049
1086,02/11/2021 09:50:38 AM,1.074,0.073,0.049
1087,02/11/2021 09:51:38 AM,1.099,0.073,0.073
1088,02/11/2021 09:52:38 AM,1.074,0.073,0.049
1089,02/11/2021 09:53:38 AM,1.074,0.073,0.049
1090,02/11/2021 09:54:38 AM,1.074,0.073,0.049
1091,02/11/2021 09:55:38 AM,1.074,0.073,0.073
1092,02/11/2021 09:56:38 AM,1.050,18.266,0.073
1093,02/11/2021 09:57:38 AM,1.074,18.242,0.098
1094,02/11/2021 09:58:38 AM,1.074,18.291,0.073
1095,02/11/2021 09:59:38 AM,1.050,18.291,0.073
1096,02/11/2021 10:00:38 AM,1.050,18.339,0.098
1097,02/11/2021 10:01:38 AM,1.050,18.291,0.098
1098,02/11/2021 10:02:38 AM,1.050,18.242,0.073
1099,02/11/2021 10:03:38 AM,1.050,18.217,0.098
1100,02/11/2021 10:04:38 AM,1.050,18.315,0.098
1101,02/11/2021 10:05:38 AM,1.050,18.242,0.098
1102,02/11/2021 10:06:38 AM,1.050,18.242,0.073
1103,02/11/2021 10:07:38 AM,1.050,18.242,0.073
1104,02/11/2021 10:08:38 AM,1.050,18.217,0.098
1105,02/11/2021 10:09:38 AM,1.050,18.217,0.073
1106,02/11/2021 10:10:38 AM,1.050,18.242,0.098
1107,02/11/2021 10:11:38 AM,1.050,18.364,0.098
1108,02/11/2021 10:12:38 AM,1.050,18.217,0.073
1109,02/11/2021 10:13:38 AM,1.270,18.315,0.073
1110,02/11/2021 10:14:38 AM,1.026,18.315,0.073
1111,02/11/2021 10:15:38 AM,1.026,18.364,0.073
1112,02/11/2021 10:16:38 AM,1.026,18.364,0.073
1113,02/11/2021 10:17:38 AM,1.026,18.388,0.073
1114,02/11/2021 10:18:38 AM,1.026,0.073,0.024
1115,02/11/2021 10:19:38 AM,1.026,0.073,0.049
1116,02/11/2021 10:20:38 AM,1.050,0.073,0.024
1117,02/11/2021 10:21:38 AM,1.050,0.073,0.049
1118,02/11/2021 10:22:38 AM,1.050,0.073,0.024
1119,02/11/2021 10:23:38 AM,1.050,0.073,0.024
1120,02/11/2021 10:24:38 AM,1.026,0.073,0.024
1121,02/11/2021 10:25:38 AM,1.050,0.073,0.024
1122,02/11/2021 10:26:38 AM,1.026,0.098,0.049
1123,02/11/2021 10:27:38 AM,1.026,0.073,0.024
1124,02/11/2021 10:28:38 AM,1.880,0.073,0.049
1125,02/11/2021 10:29:38 AM,1.026,0.098,0.049
1126,02/11/2021 10:30:38 AM,1.026,0.073,0.049
1127,02/11/2021 10:31:38 AM,1.026,0.073,0.024
1128,02/11/2021 10:32:38 AM,1.026,0.073,0.049
1129,02/11/2021 10:33:38 AM,1.026,0.073,0.049
1130,02/11/2021 10:34:38 AM,1.026,0.073,0.049
1131,02/11/2021 10:35:38 AM,1.026,0.073,0.049
1132,02/11/2021 10:36:38 AM,1.026,0.073,0.049
1133,02/11/2021 10:37:38 AM,1.026,0.073,0.024
1134,02/11/2021 10:38:38 AM,1.026,0.073,0.024
1135,02/11/2021 10:39:38 AM,1.026,0.073,0.049
1136,02/11/2021 10:40:38 AM,1.026,0.073,0.024
1137,02/11/2021 10:41:38 AM,1.026,0.073,0.024
1138,02/11/2021 10:42:38 AM,1.001,0.073,0.049
1139,02/11/2021 10:43:38 AM,1.221,0.073,0.024
1140,02/11/2021 10:44:38 AM,1.026,0.073,0.049
1141,02/11/2021 10:45:38 AM,1.026,0.073,0.049
1142,02/11/2021 10:46:38 AM,1.050,0.073,0.024
1143,02/11/2021 10:47:38 AM,1.026,0.073,0.049
1144,02/11/2021 10:48:38 AM,1.050,0.073,0.024
1145,02/11/2021 10:49:38 AM,1.099,0.073,0.024
1146,02/11/2021 10:50:38 AM,1.148,0.073,0.049
1147,02/11/2021 10:51:38 AM,1.148,0.073,0.049
1148,02/11/2021 10:52:38 AM,1.172,0.073,0.024
1149,02/11/2021 10:53:38 AM,1.172,0.073,0.049
1150,02/11/2021 10:54:38 AM,1.172,0.073,0.049
1151,02/11/2021 10:55:38 AM,1.172,0.073,0.049
1152,02/11/2021 10:56:38 AM,1.172,0.098,0.049
1153,02/11/2021 10:57:38 AM,1.197,0.073,0.049
1154,02/11/2021 10:58:38 AM,1.172,0.073,0.049
1155,02/11/2021 10:59:38 AM,1.172,0.073,0.049
1156,02/11/2021 11:00:38 AM,1.172,0.049,0.049
1157,02/11/2021 11:01:38 AM,1.197,0.073,0.024
1158,02/11/2021 11:02:38 AM,1.197,0.073,0.049
1159,02/11/2021 11:03:38 AM,1.172,0.073,0.049
1160,02/11/2021 11:04:38 AM,1.197,0.073,0.024
1161,02/11/2021 11:05:38 AM,1.197,0.073,0.049
1162,02/11/2021 11:06:38 AM,1.172,0.073,0.049
1163,02/11/2021 11:07:38 AM,1.197,0.098,0.049
1164,02/11/2021 11:08:38 AM,1.197,0.073,0.024
1165,02/11/2021 11:09:38 AM,1.197,0.073,0.049
1166,02/11/2021 11:10:38 AM,1.197,0.073,0.049
1167,02/11/2021 11:11:38 AM,1.197,0.073,0.049
1168,02/11/2021 11:12:38 AM,1.197,0.073,0.024
1169,02/11/2021 11:13:38 AM,1.416,0.073,0.024
1170,02/11/2021 11:14:38 AM,1.148,0.073,0.024
1171,02/11/2021 11:15:38 AM,1.099,0.073,0.049
1172,02/11/2021 11:16:38 AM,1.074,0.073,0.024
1173,02/11/2021 11:17:38 AM,1.074,0.073,0.049
1174,02/11/2021 11:18:38 AM,1.074,0.073,0.049
1175,02/11/2021 11:19:38 AM,1.050,0.098,0.049
1176,02/11/2021 11:20:38 AM,1.050,0.049,0.049
1177,02/11/2021 11:21:38 AM,1.050,0.073,0.049
1178,02/11/2021 11:22:38 AM,1.050,0.073,0.049
1179,02/11/2021 11:23:38 AM,1.050,0.073,0.049
1180,02/11/2021 11:24:38 AM,1.026,0.073,0.049
1181,02/11/2021 11:25:38 AM,1.050,0.073,0.049
1182,02/11/2021 11:26:38 AM,1.026,0.073,0.049
1183,02/11/2021 11:27:38 AM,1.026,0.073,0.024
1184,02/11/2021 11:28:38 AM,1.026,0.073,0.024
1185,02/11/2021 11:29:38 AM,1.026,0.073,0.049
1186,02/11/2021 11:30:38 AM,1.026,0.073,0.049
1187,02/11/2021 11:31:38 AM,1.026,0.073,0.024
1188,02/11/2021 11:32:38 AM,1.001,0.073,0.049
1189,02/11/2021 11:33:38 AM,1.026,0.073,0.024
1190,02/11/2021 11:34:38 AM,1.001,0.073,0.024
1191,02/11/2021 11:35:38 AM,1.026,0.073,0.049
1192,02/11/2021 11:36:38 AM,1.001,0.073,0.049
1193,02/11/2021 11:37:38 AM,1.001,0.073,0.049
1194,02/11/2021 11:38:38 AM,1.001,0.073,0.024
1195,02/11/2021 11:39:38 AM,1.001,0.073,0.049
1196,02/11/2021 11:40:38 AM,1.001,0.073,0.049
1197,02/11/2021 11:41:38 AM,1.001,0.073,0.049
1198,02/11/2021 11:42:38 AM,1.001,0.073,0.049
1199,02/11/2021 11:43:38 AM,1.221,0.073,0.024
1200,02/11/2021 11:44:38 AM,1.001,0.073,0.024
1201,02/11/2021 11:45:38 AM,1.001,0.073,0.049
1202,02/11/2021 11:46:38 AM,1.001,0.073,0.049
1203,02/11/2021 11:47:38 AM,0.977,0.073,0.049
1204,02/11/2021 11:48:38 AM,1.001,0.073,0.049
1205,02/11/2021 11:49:38 AM,1.001,0.073,0.049
1206,02/11/2021 11:50:38 AM,0.977,0.073,0.049
1207,02/11/2021 11:51:38 AM,1.001,0.073,0.049
1208,02/11/2021 11:52:38 AM,1.099,0.073,0.049
1209,02/11/2021 11:53:38 AM,1.001,0.073,0.049
1210,02/11/2021 11:54:38 AM,0.977,0.073,0.049
1211,02/11/2021 11:55:38 AM,1.001,0.073,0.049
1212,02/11/2021 11:56:38 AM,1.001,0.073,0.049
1213,02/11/2021 11:57:38 AM,1.001,0.073,0.073
1214,02/11/2021 11:58:38 AM,1.026,0.073,0.049
1215,02/11/2021 11:59:38 AM,1.001,0.098,0.049
1216,02/11/2021 12:00:38 PM,1.026,0.073,0.049
1217,02/11/2021 12:01:38 PM,1.026,0.073,0.049
1218,02/11/2021 12:02:38 PM,1.001,0.073,0.049
1219,02/11/2021 12:03:38 PM,1.001,0.073,0.049
1220,02/11/2021 12:04:38 PM,1.001,0.073,0.049
1221,02/11/2021 12:05:38 PM,1.001,18.339,0.073
1222,02/11/2021 12:06:38 PM,1.001,18.364,0.098
1223,02/11/2021 12:07:38 PM,1.001,18.242,0.098
1224,02/11/2021 12:08:38 PM,1.001,18.413,0.073
1225,02/11/2021 12:09:38 PM,1.001,18.413,0.073
1226,02/11/2021 12:10:38 PM,1.001,18.437,0.098
1227,02/11/2021 12:11:38 PM,0.977,18.413,0.098
1228,02/11/2021 12:12:38 PM,1.001,18.413,0.098
1229,02/11/2021 12:13:38 PM,1.221,18.388,0.073
1230,02/11/2021 12:14:38 PM,1.001,18.291,0.073
1231,02/11/2021 12:15:38 PM,0.952,18.242,1.197
1232,02/11/2021 12:16:38 PM,1.026,18.242,0.073
1233,02/11/2021 12:17:38 PM,1.050,18.266,0.952
1234,02/11/2021 12:18:38 PM,1.026,0.073,0.733
1235,02/11/2021 12:19:38 PM,1.026,0.073,0.757
1236,02/11/2021 12:20:38 PM,1.026,0.098,0.733
1237,02/11/2021 12:21:38 PM,1.026,0.073,0.708
1238,02/11/2021 12:22:38 PM,1.026,0.073,0.733
1239,02/11/2021 12:23:38 PM,1.026,0.098,0.708
1240,02/11/2021 12:24:38 PM,1.026,0.098,0.708
1241,02/11/2021 12:25:38 PM,1.001,0.147,0.708
1242,02/11/2021 12:26:38 PM,0.977,0.122,0.733